23.7,66.1
28.44,45.43
23.36,47.02
25.61,57.14
23.91,69.8
23.54,66.64
24.13,60.63
21.4,54.39
28.32,64.27
22.43,69.33
21.8,61.45
22.18,53.56
28.09,62.81
25.53,49.92
21.48,53.32
23.36,42.48
29.28,49.59
22.83,65.87
22.08,40.27
26.71,51.43
23.86,41.1
27.28,49.32
25.62,69.94
26.18,51.3
21.93,53.92
28.71,57.79
28.09,53.13
29.13,40.72
23.73,40.47
23.51,64.18
22.82,65.83
23.22,61.0
24.3,60.7
28.43,41.75
23.03,65.71
20.4,67.71
25.42,44.32
26.0,69.3
24.7,62.27
27.79,54.07
28.44,52.5
28.5,51.3
25.94,52.26
23.72,66.39
27.12,67.6
23.72,55.57
23.09,40.32
21.67,50.85
21.88,51.07
28.61,54.86
24.5,59.81
28.85,62.1
26.43,47.42
25.52,61.5
29.95,64.16
29.57,57.64
28.9,47.43
22.08,62.24
20.46,58.6
23.33,54.25
23.15,64.95
23.62,69.96
26.72,66.68
20.75,44.21
26.25,49.81
26.91,44.88
29.24,66.62
28.92,66.61
21.19,40.31
22.22,58.94
26.21,56.97
29.87,42.54
25.78,50.64
29.47,41.3
29.47,43.81
21.94,52.93
28.45,66.21
29.5,49.12
28.03,64.49
28.08,65.61
22.12,58.49
20.89,63.38
21.85,44.85
28.99,50.26
24.32,53.09
27.33,41.91
22.06,56.08
27.19,56.68
26.02,57.49
28.53,58.86
26.15,42.24
23.79,55.86
27.31,45.97
21.49,42.48
28.75,48.71
25.17,56.48
21.04,51.26
23.78,49.22
29.8,52.29
21.52,56.25
23.82,63.93
22.54,49.77
28.37,61.11
22.49,49.9
28.72,61.09
25.01,43.36
20.54,54.89
26.89,52.74
20.79,45.59
20.43,61.03
27.76,59.24
28.85,69.33
25.32,47.62
24.78,42.76
26.98,58.64
27.52,52.59
22.45,68.9
21.16,48.12
26.85,41.86
27.0,52.64
22.29,47.5
28.62,43.77
21.56,65.23
27.19,67.39
26.24,61.39
22.34,56.33
23.42,57.03
28.06,68.57
28.67,67.84
27.16,49.62
29.43,61.2
29.68,66.68
26.27,49.29
20.43,60.77
23.34,55.85
21.34,63.27
24.57,42.45
20.27,65.8
24.46,47.53
20.46,53.11
24.22,61.53
29.72,67.93
25.43,60.89
22.59,46.39
21.64,59.7
25.6,40.86
20.64,65.89
22.19,60.36
27.56,63.76
25.41,65.75
25.56,41.73
20.29,62.24
20.85,60.24
21.19,41.26
26.1,62.11
28.69,58.1
29.36,67.59
28.8,57.86
23.08,66.25
25.86,59.65
26.44,40.76
25.28,41.28
25.12,40.28
20.54,58.34
22.11,45.13
29.0,46.82
21.83,64.71
21.13,63.21
27.3,40.3
21.06,54.68
23.43,45.74
21.8,51.5
28.47,63.09
20.07,55.26
24.53,44.62
29.72,42.8
23.97,65.81
29.1,51.27
25.43,44.03
20.09,40.07
28.26,63.6
26.75,56.19
28.21,59.43
28.83,65.71
29.44,56.24
20.05,58.18
23.54,57.0
29.85,57.92
23.61,45.21
22.44,58.44
27.24,62.81
20.6,48.49
25.41,40.11
21.69,56.92
27.0,50.12
28.23,57.99
24.76,64.89
23.85,62.44
25.17,53.35
26.65,67.64
25.52,46.85
26.63,52.81
26.31,56.96
20.53,65.77
27.42,40.57
26.71,54.81
26.05,58.46
27.3,42.88
24.36,63.35
21.35,54.68
22.43,66.06
28.55,64.45
28.5,47.39
22.91,50.32
22.38,50.42
21.39,49.49
24.83,63.82
25.6,47.97
22.72,54.7
25.6,69.74
23.06,58.95
21.82,54.78
20.69,57.28
22.58,44.12
23.81,61.08
28.14,47.75
21.63,64.14
25.68,52.81
24.4,41.08
20.47,48.65
28.85,45.76
28.65,51.36
23.39,64.17
29.15,45.87
21.69,64.17
23.09,68.49
24.05,61.62
29.35,57.38
26.34,64.55
25.86,64.53
21.36,64.73
28.9,66.23
28.44,47.09
21.37,58.24
23.99,63.56
26.35,64.01
29.96,61.1
22.64,46.82
26.66,57.82
25.75,69.63
21.12,68.22
21.59,66.99
26.05,65.4
22.53,57.17
20.83,48.96
22.54,40.63
29.3,47.08
20.7,49.75
29.2,63.95
27.34,48.2
25.74,67.21
26.97,54.73
25.99,56.71
21.93,57.11
22.14,41.32
28.22,69.42
24.63,48.42
22.37,63.94
25.54,66.49
28.08,52.44
20.15,64.29
28.24,46.19
29.42,44.41
23.3,42.36
20.99,43.91
28.79,56.02
21.4,63.19
20.44,62.07
25.89,68.58
26.9,62.1
23.37,66.91
26.19,66.34
23.59,42.23
27.49,68.38
24.47,66.65
27.81,69.73
29.36,64.11
23.49,49.45
27.62,49.06
26.38,56.78
21.77,45.23
20.7,45.49
22.61,50.49
26.86,41.03
23.49,46.96
20.78,52.89
29.31,59.95
23.81,56.77
22.54,68.3
20.19,69.75
24.66,60.37
22.98,45.91
26.03,42.56
26.0,50.93
26.92,55.13
29.42,65.21
25.5,48.97
25.08,43.21
27.47,45.97
24.96,69.66
22.83,51.28
23.93,69.28
29.92,58.41
23.37,46.1
24.16,65.55
21.78,42.64
23.13,42.89
20.75,56.82
23.63,62.35
23.27,55.3
22.18,46.91
26.41,55.4
20.57,52.24
28.47,66.72
29.26,62.68
21.33,67.47
23.94,58.05
23.96,51.99
24.47,65.58
24.3,48.28
21.23,44.63
24.98,54.61
21.41,40.28
23.39,48.74
20.46,58.22
24.75,68.59
28.43,43.77
24.72,55.24
28.91,49.84
24.11,55.84
25.49,64.05
25.46,40.66
24.2,50.68
29.05,43.6
20.1,46.38
29.86,44.5
26.34,65.4
23.75,65.94
26.78,65.85
24.33,56.62
25.98,47.83
24.25,61.38
26.42,46.44
27.61,62.89
27.96,56.9
26.99,47.83
27.06,65.61
20.08,44.14
21.17,56.59
29.86,42.71
28.27,66.03
20.7,52.83
29.84,41.47
23.83,67.95
25.07,68.39
21.19,51.41
21.34,68.14
25.13,63.35
25.01,56.05
23.15,54.58
25.11,48.55
21.88,42.01
20.24,44.24
23.19,52.07
20.74,67.45
20.56,49.09
24.59,47.56
21.99,61.04
21.86,57.69
23.78,40.75
28.29,47.99
24.61,50.81
26.89,67.79
21.29,65.83
24.44,54.23
25.19,57.95
28.16,43.99
24.46,67.94
27.08,49.06
22.63,41.51
22.33,57.08
28.35,48.95
25.5,40.71
28.76,51.35
26.47,46.01
20.42,57.32
22.93,50.56
24.92,64.52
22.33,62.03
23.6,40.54
20.34,47.31
25.75,51.02
22.11,51.31
28.95,55.12
28.32,44.76
26.9,59.04
26.92,47.74
22.9,68.72
23.05,40.37
25.44,46.43
26.57,53.75
27.45,57.24
27.29,43.55
20.71,43.23
26.36,69.12
28.08,65.96
26.11,69.47
25.27,47.95
21.95,63.99
28.7,45.35
22.57,47.5
24.02,42.69
21.65,53.24
22.8,60.44
25.24,41.18
28.43,67.53
20.34,44.8
26.25,63.43
25.87,46.44
23.35,45.37
21.18,46.1
24.77,65.0
29.9,62.09
29.8,50.4
22.09,58.08
21.77,65.31
26.98,55.63
22.9,61.41
29.9,60.16
28.17,48.57
25.17,40.43
23.38,46.43
27.76,56.8
28.94,56.24
25.43,43.67
29.23,57.94
29.12,56.54
29.33,56.93
23.31,56.7
27.24,40.58
27.68,60.24
23.72,56.13
21.71,60.53
29.49,57.53
27.04,41.42
21.84,50.19
26.16,66.7
28.2,47.5
27.08,55.41
27.19,69.5
23.84,53.68
22.12,46.76
25.94,68.49
27.58,65.49
23.86,64.46
28.29,46.16
20.75,65.01
26.21,46.62
23.02,46.62
28.4,63.59
21.59,49.9
22.6,58.47
21.73,52.36
25.53,58.85
23.88,60.74
29.13,50.15
29.21,52.78
21.71,63.84
27.17,48.18
28.82,63.52
27.53,48.66
23.04,59.29
21.98,65.75
29.91,40.16
26.85,60.17
22.45,43.08
22.37,46.12
25.6,57.73
26.48,43.14
20.52,52.98
24.07,47.75
26.53,51.57
21.98,56.83
29.0,59.47
26.97,65.31
20.97,41.16
25.51,63.21
22.29,46.93
25.52,67.49
26.15,59.54
22.07,43.32
23.88,51.2
22.05,68.07
21.9,61.66
21.95,63.39
23.59,53.52
25.2,51.83
20.47,58.77
20.47,49.96
26.69,56.42
24.3,50.19
23.31,69.57
25.64,43.43
21.3,53.7
29.98,69.03
27.77,67.03
20.82,48.87
22.68,65.38
21.07,48.43
26.51,64.29
22.39,54.27
24.81,42.34
20.82,44.08
29.64,49.06
24.87,56.0
29.42,41.63
24.48,40.89
26.42,66.64
27.85,46.06
22.0,43.96
20.28,58.12
22.66,60.5
26.57,58.35
22.27,68.71
24.65,41.66
28.37,52.81
28.59,61.59
29.79,58.71
22.58,47.86
23.64,50.15
28.76,49.15
23.81,59.68
26.45,48.21
26.35,52.9
28.78,48.07
23.15,48.4
23.65,45.18
26.75,41.86
29.33,67.92
29.59,45.52
29.8,47.39
22.96,60.32
25.5,52.47
27.34,61.77
27.29,41.74
28.63,51.71
22.37,40.4
22.93,64.67
24.72,40.39
22.48,43.52
22.62,47.02
20.36,68.66
26.36,69.58
23.25,48.77
22.07,66.79
26.17,45.95
20.82,53.66
28.04,58.75
25.48,57.74
27.98,65.62
25.35,61.24
22.14,40.27
24.79,54.13
20.63,55.08
28.39,48.31
22.47,52.96
22.33,61.42
24.28,68.12
30.0,55.67
21.1,55.33
26.09,47.43
21.63,63.35
24.54,50.72
26.62,51.65
27.61,66.25
21.65,52.53
26.18,56.02
21.93,50.64
28.74,46.7
20.28,40.21
22.68,69.1
27.54,46.4
27.69,49.76
25.45,41.36
26.13,59.17
22.65,48.63
26.86,57.89
22.64,69.45
27.54,43.37
23.68,69.63
20.78,49.23
26.73,59.68
21.66,58.25
28.97,48.86
22.77,69.12
25.21,42.22
20.3,41.97
21.1,69.54
26.03,66.03
26.98,65.27
29.14,62.57
29.38,48.46
22.65,58.32
29.74,44.56
27.09,43.45
28.03,41.35
27.48,49.79
22.77,55.97
21.56,59.74
22.8,50.48
26.42,50.04
29.33,54.81
29.44,57.12
26.0,64.15
20.59,45.08
28.07,43.61
20.03,56.99
26.91,47.54
24.02,58.13
26.48,64.65
28.46,46.39
28.1,63.53
21.9,51.03
21.94,69.7
22.57,46.79
23.4,47.54
21.81,50.9
22.33,52.88
27.99,65.24
21.4,69.88
29.59,64.61
25.94,68.96
28.61,45.9
22.19,66.09
27.92,59.12
26.14,44.03
21.19,66.03
22.17,69.58
21.23,54.56
23.04,53.64
25.28,64.21
29.1,51.44
23.62,51.9
21.19,43.83
21.75,59.17
28.38,44.14
22.17,51.96
24.51,60.76
20.59,42.61
28.52,42.86
20.96,54.75
24.37,67.76
26.73,47.36
20.54,49.56
29.58,56.89
27.14,50.59
23.88,63.23
20.98,48.79
20.73,56.39
23.47,59.52
25.14,41.85
23.86,63.07
27.51,43.47
29.12,61.19
20.54,46.36
28.17,61.6
29.66,63.89
27.52,44.58
24.59,46.84
24.45,57.58
26.74,69.71
22.43,57.94
20.94,46.43
27.46,46.09
22.37,40.78
21.6,58.33
26.5,57.26
22.44,40.26
26.74,43.62
20.58,42.07
25.13,43.92
24.04,51.61
24.39,48.13
23.14,53.77
24.65,55.0
24.05,54.83
28.95,47.47
28.09,52.09
25.73,42.65
29.97,60.11
20.07,40.31
28.33,64.82
23.05,60.57
20.23,48.44
26.17,69.92
26.58,59.4
25.69,45.07
22.35,68.06
21.2,68.68
25.49,57.71
20.83,50.19
27.68,68.09
22.59,56.05
29.54,40.17
24.76,52.49
22.33,41.84
27.75,55.7
27.94,58.06
21.5,55.79
29.16,51.98
29.09,47.89
24.03,54.69
23.1,62.6
29.39,44.36
21.7,69.41
24.68,59.32
24.27,49.82
21.4,66.7
26.49,60.13
26.35,49.37
24.75,40.99
22.88,61.96
23.79,55.95
22.67,50.53
27.26,57.74
21.38,62.46
21.38,43.03
20.86,44.43
24.96,55.73
27.62,58.43
28.68,59.53
22.6,68.44
21.33,40.02
23.73,49.86
28.16,67.56
25.27,44.56
21.4,46.76
28.13,58.58
27.51,61.14
20.8,50.1
25.1,41.77
20.07,50.1
22.65,65.74
28.25,49.02
22.38,48.74
21.44,52.76
25.77,60.73
22.34,43.06
22.6,45.22
23.86,54.72
20.45,68.5
23.71,63.23
26.66,48.64
22.51,50.62
25.04,65.88
23.03,67.81
29.76,66.03
24.88,40.2
29.57,54.35
23.42,68.13
21.45,69.29
22.52,65.76
25.28,47.35
25.84,50.93
21.35,53.25
27.95,69.09
26.22,53.37
25.64,53.25
29.15,62.24
20.25,59.74
27.87,50.24
26.76,48.72
20.62,59.48
23.74,47.64
23.92,69.73
23.31,55.09
29.29,54.9
27.58,52.19
27.87,46.48
23.69,46.38
28.38,67.39
24.88,40.54
26.65,61.7
29.93,62.06
22.06,65.01
27.46,54.37
28.48,59.26
22.06,48.89
24.76,68.28
20.08,51.56
24.87,42.19
25.33,59.48
23.36,47.29
20.85,52.69
22.9,66.57
25.42,58.98
24.35,63.15
29.92,40.35
22.99,48.19
21.38,61.86
22.42,68.34
20.05,61.49
23.36,46.23
29.24,57.46
23.16,69.43
27.3,69.09
25.87,43.08
26.38,64.45
21.44,53.51
26.88,63.31
24.55,68.99
22.3,40.03
